"domain","concept_id","concept_name","cond","drug_comb","cov_cond","cov_drug","exclude","meas","factor_con","factor_drug"
drug,42932541,pitavastatin 2 MG / valsartan 80 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,2064463,amlodipine 10 MG / rosuvastatin 20 MG / telmisartan 80 MG Oral Tablet,NULL,arb_ccb,NULL,hmg,NULL,NULL,NULL,hmg
drug,2063260,amlodipine 5 MG / rosuvastatin 10 MG Oral Tablet,NULL,ccb,NULL,hmg,NULL,NULL,NULL,hmg
drug,42972634,atorvastatin 20 MG / irbesartan 300 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,42969138,olmesartan 10 MG / rosuvastatin 5 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,42932544,pitavastatin 4 MG / valsartan 160 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,42969022,rosuvastatin 10 MG / telmisartan 80 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,42969040,rosuvastatin 10 MG / telmisartan 40 MG Oral Tablet,NULL,arb,NULL,hmg,NULL,NULL,NULL,hmg
drug,1332419,"Amlodipine 5 MG Oral Tablet, Losartan Potassium 100 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40185276,"Losartan Potassium 100 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19096740,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine / Losartan Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332525,"Amlodipine 10 MG / Valsartan 160 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022781,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Carvedilol 25 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022750,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19133621,"Diltiazem Hydrochloride 90 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Bisoprolol Fumarate 5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1353817,"Carvedilol 25 MG Oral Tablet, Felodipine 5 MG, Hydrochlorothiazide 12.5 MG / Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1353817,"Carvedilol 25 MG Oral Tablet, Felodipine 5 MG, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19127433,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Hydrochlorothiazide 25 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet, Terazosin 5 MG Oral Tablet",NULL,arb_du_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079718,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet, Terazosin 5 MG Oral Tablet",NULL,arb_bb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079718,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Terazosin 5 MG Oral Tablet",NULL,bb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079718,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Olmesartan medoxomil 40 MG Oral Tablet, Terazosin 5 MG Oral Tablet",NULL,arb_bb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Amlodipine 5 MG / Valsartan 80 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19028935,"Amlodipine 10 MG Oral Tablet, Hydrochlorothiazide 25 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Amlodipine 5 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Diltiazem Hydrochloride 30 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Hydrochlorothiazide 25 MG Oral Tablet, olmesartan 20 MG / rosuvastatin 10 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1363059,"Amlodipine 5 MG / Valsartan 80 MG Oral Tablet, Doxazosin 4 MG Oral Tablet",NULL,arb_ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 5 MG Oral Tablet, Doxazosin 4 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Doxazosin 4 MG Oral Tablet",NULL,ccb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"Carvedilol 6.25 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"carvedilol, Olmesartan medoxomil 40 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, carvedilol",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Amlodipine 5 MG Oral Tablet, carvedilol, Carvedilol 6.25 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1346823,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, carvedilol",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19028935,"Telmisartan 40 MG Oral Tablet, Telmisartan 80 MG Oral Tablet",NULL,arb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 2.5 MG Oral Tablet, Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974473,"Diltiazem Hydrochloride 90 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Telmisartan 40 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19133621,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Diltiazem Hydrochloride 90 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1328689,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Diltiazem Hydrochloride 30 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Losartan Potassium 50 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40162878,"Bisoprolol Fumarate 5 MG Oral Tablet, Losartan Potassium 50 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Amlodipine 2.5 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Candesartan cilexetil 8 MG Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40162878,"Bisoprolol Fumarate 5 MG Oral Tablet, Perindopril Erbumine 8 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40162878,"Bisoprolol Fumarate 5 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163312,"Amiloride Hydrochloride 5 MG Oral Tablet, Propranolol Hydrochloride 10 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet, Enalapril Maleate 5 MG Oral Tablet",NULL,acei_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 1.25 MG Oral Tablet, Enalapril Maleate 5 MG Oral Tablet",NULL,acei_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Amlodipine 5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, Nifedipine 60 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, Nifedipine 60 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, Nifedipine 60 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19076924,"Bisoprolol Fumarate 2.5 MG Oral Tablet, eprosartan 600 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine / Losartan Oral Tablet, Indapamide 1.5 MG, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine / Losartan Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19078106,"Hydrochlorothiazide 25 MG Oral Tablet, Nisoldipine 10 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974702,"Amlodipine 5 MG Oral Tablet, Candesartan cilexetil 16 MG / Hydrochlorothiazide 12.5 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19028936,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Telmisartan 80 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1334461,"Losartan Potassium 50 MG Oral Tablet, Ramipril 2.5 MG Oral Tablet",NULL,acei_arb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Indapamide 1.5 MG, nebivolol 5 MG Oral Tablet",NULL,bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,974226,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 25 MG / Spironolactone 25 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163271,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Perindopril Erbumine 4 MG Oral Tablet",NULL,acei_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40162878,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40166188,"Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19127433,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40166188,"Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Irbesartan 150 MG Oral Tablet",NULL,arb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Irbesartan 150 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163342,"Amlodipine / Losartan Oral Tablet, Propranolol Hydrochloride 40 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,40163342,"Amlodipine / Losartan Oral Tablet, Propranolol Hydrochloride 40 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19107812,"Losartan Potassium 50 MG Oral Tablet, Nisoldipine 10 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351559,"Bisoprolol Fumarate 5 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Bisoprolol Fumarate 5 MG Oral Tablet, Candesartan cilexetil 8 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19022749,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Carvedilol 6.25 MG Oral Tablet",NULL,arb_bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Amlodipine 5 MG / Telmisartan 40 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet, Telmisartan 40 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Amlodipine 5 MG / Telmisartan 80 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Indapamide 1.5 MG, nebivolol 5 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"24 HR Diltiazem Hydrochloride 180 MG Extended Release Oral Capsule, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Furosemide 40 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Amlodipine 5 MG Oral Tablet, Furosemide 40 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332525,"Amlodipine 10 MG / Valsartan 160 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19096740,"Bisoprolol Fumarate 1.25 MG Oral Tablet, Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Diltiazem Hydrochloride 90 MG Oral Tablet, Indapamide 1.5 MG",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,978557,"Diltiazem Hydrochloride 90 MG Oral Tablet, Indapamide 2.5 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,978557,"Diltiazem Hydrochloride 30 MG Oral Tablet, Indapamide 2.5 MG Oral Tablet",NULL,ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19101573,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, nebivolol 5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Propranolol Hydrochloride 40 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet, Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,957136,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Furosemide 40 MG Oral Tablet",NULL,bb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet, Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet, Terazosin 2 MG Oral Tablet",NULL,arb_bb_ccb_du_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, Carvedilol 12.5 MG Oral Tablet, Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332419,"Amlodipine 5 MG Oral Tablet, carvedilol, Hydrochlorothiazide 25 MG / Losartan Potassium 100 MG Oral Tablet",NULL,arb_bb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1351583,"Bisoprolol Fumarate 2.5 MG Oral Tablet, Candesartan cilexetil 16 MG Oral Tablet",NULL,arb_bb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1308851,"Terazosin 2 MG Oral Tablet, Valsartan 80 MG Oral Tablet",NULL,arb_others,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19102491,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,19079658,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet, Hydrochlorothiazide 12.5 MG / Olmesartan medoxomil 20 MG Oral Tablet, Spironolactone 25 MG Oral Tablet",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19091217,"Amlodipine 10 MG / Olmesartan medoxomil 40 MG Oral Tablet, Indapamide 1.5 MG",NULL,arb_ccb_du,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet, Bisoprolol Fumarate 2.5 MG Oral Tablet",NULL,bb_ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,1332497,"Amlodipine 5 MG / atorvastatin 10 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 10 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
drug,19122209,"Amlodipine 5 MG / atorvastatin 20 MG Oral Tablet, Amlodipine 5 MG / Atorvastatin 20 MG Oral Tablet",NULL,ccb,NULL,NULL,NULL,NULL,NULL,NULL
